scope,config,mode,instruments,eligible,positive_net,positive_gross,positive_common,median_cagr,median_drawdown,median_full_return,thin_samples,exhausted,trades,channel_exits,initial_exits,trailing_exits
Priority assets,all-e10-x20-i2-t3,short,60,60,2,4,2,-0.06678683019021658,-0.5725740297561652,-0.5078569908470713,1,0,3696,63,1250,2383
Priority assets,all-e10-x20-i2-t4,both,60,60,21,34,22,-0.014847091881880048,-0.4733877343544429,-0.13983214247941916,0,0,5490,491,2475,2524
Priority assets,all-e10-x20-i2-t4,long,60,60,55,58,55,0.03999022040426803,-0.2601573367019635,0.5153040493880735,1,0,3061,327,1178,1556
Priority assets,all-e10-x20-i2-t4,short,60,60,2,4,2,-0.08251443625317129,-0.6187069046933715,-0.6042914966503168,1,0,3284,283,1680,1321
Priority assets,all-e10-x20-i3-t3,both,60,60,13,28,12,-0.036400001064017196,-0.49321707805313836,-0.2976992635419485,0,0,6856,146,71,6639
Priority assets,all-e10-x20-i3-t3,long,60,60,52,57,52,0.02429893757406687,-0.27872420597841346,0.3556732437448967,1,0,3687,79,27,3581
Priority assets,all-e10-x20-i3-t3,short,60,60,2,2,2,-0.06833119090235845,-0.5706543214390049,-0.5209814538761388,1,0,3565,145,42,3378
Priority assets,all-e10-x20-i3-t4,both,60,60,21,31,21,-0.018737511082514646,-0.5145140511405785,-0.15586639739549973,0,0,4837,658,975,3204
Priority assets,all-e10-x20-i3-t4,long,60,60,55,57,54,0.04126625156881969,-0.28822772051736884,0.5301120643101287,1,0,2791,451,443,1897
Priority assets,all-e10-x20-i3-t4,short,60,60,2,4,2,-0.08913585882933356,-0.6445877512594772,-0.6106698023008381,1,0,3032,554,614,1864
Priority assets,all-e10-x55-i2-t3,both,60,60,13,27,14,-0.03045929715900253,-0.49797215263636113,-0.308856387207221,0,0,7172,13,2237,4922
Priority assets,all-e10-x55-i2-t3,long,60,60,46,55,48,0.0279740543664736,-0.2716009895926714,0.310543578903937,1,0,3815,6,1053,2756
Priority assets,all-e10-x55-i2-t3,short,60,60,2,4,2,-0.06735843789392337,-0.5725740297561652,-0.5078569908470713,1,0,3673,25,1252,2396
Priority assets,all-e10-x55-i2-t4,both,60,60,25,35,25,-0.011563167803931018,-0.48800561239552886,-0.14454268463843922,0,0,5344,5,2497,2842
Priority assets,all-e10-x55-i2-t4,long,60,60,55,57,55,0.04331059781177571,-0.26583860474249404,0.5012375523917405,1,0,2955,6,1193,1756
Priority assets,all-e10-x55-i2-t4,short,60,60,2,4,2,-0.0842199325287809,-0.6201241582031639,-0.6041409534310218,1,0,3231,35,1693,1503
Priority assets,all-e10-x55-i3-t3,both,60,60,12,26,13,-0.036461399462813904,-0.4923142649191706,-0.30776493500568347,0,0,6799,36,75,6688
Priority assets,all-e10-x55-i3-t3,long,60,60,50,56,50,0.023855768032635893,-0.27872420597841346,0.3121390171400401,1,0,3649,12,30,3607
Priority assets,all-e10-x55-i3-t3,short,60,60,2,2,2,-0.06854048928566908,-0.5736877419151277,-0.5120079490916348,1,0,3537,72,41,3424
Priority assets,all-e10-x55-i3-t4,both,60,60,20,30,24,-0.01881872199983703,-0.5218464115777832,-0.1620879234744086,0,0,4655,29,1014,3612
Priority assets,all-e10-x55-i3-t4,long,60,60,54,57,54,0.04325483668744634,-0.2903044882397686,0.5081558103255734,1,0,2662,32,473,2157
Priority assets,all-e10-x55-i3-t4,short,60,60,2,3,2,-0.08923349278729564,-0.6460526153199312,-0.599588784233807,1,0,2958,176,651,2131
Priority assets,all-e20-x10-i2-t3,both,60,60,15,26,14,-0.03234785898035242,-0.4540335566078141,-0.26996607276652695,0,0,5702,889,1577,3236
Priority assets,all-e20-x10-i2-t3,long,60,60,45,55,46,0.020597470284903996,-0.22462997099775717,0.243947503201279,1,0,3200,570,762,1868
Priority assets,all-e20-x10-i2-t3,short,60,60,2,7,3,-0.05793280419524072,-0.5044512165374034,-0.45439340369114956,1,0,2514,321,818,1375
Priority assets,all-e20-x10-i2-t4,both,60,60,12,29,15,-0.020786024562993888,-0.44586776396469424,-0.19790189321457013,1,0,5200,2119,1948,1133
Priority assets,all-e20-x10-i2-t4,long,60,60,48,56,50,0.029567545254688965,-0.2261367822568064,0.33046485601677145,1,0,2886,1302,900,684
Priority assets,all-e20-x10-i2-t4,short,60,60,2,6,3,-0.07006530115170773,-0.554034407559898,-0.5386966404851633,1,0,2368,837,1074,457
Priority assets,all-e20-x10-i3-t3,both,60,60,13,23,14,-0.030886238207080474,-0.48967069950675973,-0.29768209438731363,0,0,5502,1124,76,4302
Priority assets,all-e20-x10-i3-t3,long,60,60,51,58,47,0.026953772212595206,-0.22122466376781413,0.30229854290510616,1,0,3068,690,21,2357
Priority assets,all-e20-x10-i3-t3,short,60,60,2,5,2,-0.06084967916905537,-0.5131791729428569,-0.491765273669443,1,0,2451,439,55,1957
Priority assets,all-e20-x10-i3-t4,both,60,60,12,24,11,-0.02163972257937863,-0.48162914280637875,-0.23476334762878776,0,0,4902,2826,616,1460
Priority assets,all-e20-x10-i3-t4,long,60,60,53,59,53,0.03498888927240407,-0.25351478360057167,0.3393062996307151,1,0,2717,1647,254,816
Priority assets,all-e20-x10-i3-t4,short,60,60,2,6,1,-0.07816509406219435,-0.5718958976586308,-0.5512251600206295,1,0,2256,1224,374,658
Priority assets,all-e20-x20-i2-t3,both,60,60,16,25,18,-0.027567262316386787,-0.46895384704769955,-0.2848771584398704,0,0,5532,45,1632,3855
Priority assets,all-e20-x20-i2-t3,long,60,60,47,56,44,0.022439251839524,-0.21780107016811606,0.27322261420704985,1,0,3074,32,782,2260
Priority assets,all-e20-x20-i2-t3,short,60,60,2,4,2,-0.05987919755544319,-0.5070547737679956,-0.4638320298253554,1,0,2477,15,857,1605
Priority assets,all-e20-x20-i2-t4,both,60,60,22,35,22,-0.010374354912490502,-0.42483799654314874,-0.11358741811688056,1,0,4614,390,2061,2163
Priority assets,all-e20-x20-i2-t4,long,60,60,52,57,53,0.035316826775094956,-0.2498108579497616,0.4390810997685626,1,0,2493,255,943,1295
Priority assets,all-e20-x20-i2-t4,short,60,60,2,5,2,-0.06624820456160385,-0.5249672931678468,-0.46797135200911355,1,0,2216,150,1166,900
Priority assets,all-e20-x20-i3-t3,both,60,60,16,26,15,-0.028033897351702863,-0.4704952212887302,-0.2290322759685403,0,0,5311,76,80,5155
Priority assets,all-e20-x20-i3-t3,long,60,60,53,58,46,0.022958283798447332,-0.21986218622589537,0.2961472966542408,1,0,2928,49,22,2857
Priority assets,all-e20-x20-i3-t3,short,60,60,2,3,2,-0.06073582065738553,-0.5043334218811245,-0.489414531395321,1,0,2404,30,58,2316
Priority assets,all-e20-x20-i3-t4,both,60,60,21,31,21,-0.011892269424722546,-0.48391022174168163,-0.14822629014833766,0,0,4193,559,811,2823
Priority assets,all-e20-x20-i3-t4,long,60,60,57,59,58,0.032558293649331715,-0.27661523608768607,0.40110306307986654,1,0,2258,333,331,1594
Priority assets,all-e20-x20-i3-t4,short,60,60,2,3,2,-0.07763153012730795,-0.5674565190382073,-0.5214847999654233,1,0,2063,258,503,1302
Priority assets,all-e20-x55-i2-t3,both,60,60,15,23,18,-0.027787898485812257,-0.4689538470476987,-0.30194616511090283,0,0,5489,2,1640,3847
Priority assets,all-e20-x55-i2-t3,long,60,60,43,55,43,0.022439251839524,-0.2178010701681159,0.22593711651211523,1,0,3042,2,790,2250
Priority assets,all-e20-x55-i2-t3,short,60,60,2,5,2,-0.05987919755544319,-0.5070547737679956,-0.4517650636274289,1,0,2464,2,854,1608
Priority assets,all-e20-x55-i2-t4,both,60,60,21,38,26,-0.005283659172170496,-0.4215290308246684,-0.11695248012518394,1,0,4484,1,2069,2414
Priority assets,all-e20-x55-i2-t4,long,60,60,54,57,54,0.03761322891012586,-0.24657111191892467,0.40908227565192845,1,0,2409,2,961,1446
Priority assets,all-e20-x55-i2-t4,short,60,60,2,4,2,-0.06483959302188758,-0.5239733826343127,-0.45866831421817605,1,0,2183,3,1170,1010
Priority assets,all-e20-x55-i3-t3,both,60,60,14,25,15,-0.028033897351702752,-0.4724273584677858,-0.24186969629002386,0,0,5267,7,83,5177
Priority assets,all-e20-x55-i3-t3,long,60,60,49,57,47,0.025617461232088745,-0.22195686913468915,0.2896901922601741,1,0,2895,5,23,2867
Priority assets,all-e20-x55-i3-t3,short,60,60,2,3,2,-0.06093692172065018,-0.5043334218811245,-0.4840797874118893,1,0,2392,5,60,2327
Priority assets,all-e20-x55-i3-t4,both,60,60,23,32,24,-0.006164319886068581,-0.4825752567120826,-0.13454732273302022,0,0,4040,8,857,3175
Priority assets,all-e20-x55-i3-t4,long,60,60,57,59,58,0.038403660640046966,-0.25644013586272607,0.408598784588562,1,0,2162,9,348,1805
Priority assets,all-e20-x55-i3-t4,short,60,60,2,3,2,-0.07434509118268062,-0.5580022932513062,-0.5020651314768348,1,0,2024,16,534,1474
Priority assets,all-e55-x10-i2-t3,both,60,60,17,24,19,-0.016026344751690347,-0.3751817795534796,-0.15898867651685966,0,0,3522,489,976,2057
Priority assets,all-e55-x10-i2-t3,long,60,60,44,48,45,0.010335970712836429,-0.20636865223842332,0.11251320789950348,1,0,2296,355,556,1385
Priority assets,all-e55-x10-i2-t3,short,60,60,4,8,4,-0.03855398135791016,-0.3839054733774588,-0.31713777389147185,2,0,1226,134,420,672
Priority assets,all-e55-x10-i2-t4,both,60,60,17,31,17,-0.010667295335981208,-0.38882263411746304,-0.13236425418532027,1,0,3200,1218,1206,776
Priority assets,all-e55-x10-i2-t4,long,60,60,45,49,45,0.017991282483999282,-0.21677893350213978,0.17502636631202317,1,0,2052,857,652,543
Priority assets,all-e55-x10-i2-t4,short,60,60,5,12,5,-0.03872534787494036,-0.38648160649877805,-0.3414898399707869,2,0,1148,361,554,233
Priority assets,all-e55-x10-i3-t3,both,60,60,17,25,19,-0.017041496244862342,-0.37304925601366007,-0.1597060889229755,0,0,3395,611,54,2730
Priority assets,all-e55-x10-i3-t3,long,60,60,43,49,43,0.01525514727316013,-0.2006009670425571,0.14612230032964546,1,0,2208,429,21,1758
Priority assets,all-e55-x10-i3-t3,short,60,60,2,8,2,-0.040010853864026696,-0.3892076464794538,-0.33227302206843057,2,0,1187,182,33,972
Priority assets,all-e55-x10-i3-t4,both,60,60,19,30,21,-0.011492987709469882,-0.40542043203752476,-0.14261649699418177,0,0,3010,1630,384,996
Priority assets,all-e55-x10-i3-t4,long,60,60,46,51,48,0.01820470170756716,-0.21483349038277888,0.17717984994065994,1,0,1927,1087,192,648
Priority assets,all-e55-x10-i3-t4,short,60,60,4,11,5,-0.04112126338875055,-0.4208511689236907,-0.3516936707564575,2,0,1083,543,192,348
Priority assets,all-e55-x20-i2-t3,both,60,60,17,25,19,-0.012713189614126874,-0.38213617749651463,-0.14803945833407328,0,0,3431,21,1020,2390
Priority assets,all-e55-x20-i2-t3,long,60,60,44,51,44,0.011102937812925595,-0.2117850232600601,0.11521854592739855,1,0,2219,13,581,1625
Priority assets,all-e55-x20-i2-t3,short,60,60,4,8,4,-0.0365992261646888,-0.3828881929556376,-0.3261689015748901,2,0,1212,8,439,765
Priority assets,all-e55-x20-i2-t4,both,60,60,22,35,25,-0.006874998813793443,-0.3886125008605794,-0.07040943368216074,1,0,2883,227,1267,1389
Priority assets,all-e55-x20-i2-t4,long,60,60,46,53,46,0.01810066497137508,-0.21671562967422842,0.18005670110606697,1,0,1792,154,679,959
Priority assets,all-e55-x20-i2-t4,short,60,60,5,13,4,-0.039095370807445684,-0.40735239455133976,-0.34032631958612936,2,0,1091,73,588,430
Priority assets,all-e55-x20-i3-t3,both,60,60,17,26,22,-0.013998965171524824,-0.39036798203018236,-0.1406839997871278,0,0,3290,36,58,3196
Priority assets,all-e55-x20-i3-t3,long,60,60,43,50,43,0.011564180267329527,-0.21346304929879473,0.13728381940767154,1,0,2124,22,23,2079
Priority assets,all-e55-x20-i3-t3,short,60,60,2,9,2,-0.03848124553861576,-0.39065361854671465,-0.3321139024006246,2,0,1166,14,35,1117
Priority assets,all-e55-x20-i3-t4,both,60,60,27,34,29,-0.0015214297418724154,-0.4034622792603445,-0.025674168573454614,0,0,2614,308,502,1804
Priority assets,all-e55-x20-i3-t4,long,60,60,49,53,49,0.02131434281373701,-0.2287536803299216,0.2800580624284953,1,0,1617,207,244,1166
Priority assets,all-e55-x20-i3-t4,short,60,60,1,12,2,-0.03959737190208029,-0.42001418547881564,-0.3447482308172156,2,0,997,101,257,639
Priority assets,all-e55-x55-i2-t3,both,60,60,18,25,19,-0.012713189614126874,-0.38213617749651463,-0.14904784204900223,0,0,3428,1,1025,2402
Priority assets,all-e55-x55-i2-t3,long,60,60,44,51,44,0.011102937812925595,-0.21178502326006016,0.11521854592739855,1,0,2216,0,584,1632
Priority assets,all-e55-x55-i2-t3,short,60,60,4,8,4,-0.03741992127520932,-0.3828881929556376,-0.33170960829494545,2,0,1212,1,441,770
Priority assets,all-e55-x55-i2-t4,both,60,60,25,36,29,-0.0005734094903164233,-0.3783386783437986,-0.04762384918552315,1,0,2840,2,1281,1557
Priority assets,all-e55-x55-i2-t4,long,60,60,46,53,47,0.01973463962069677,-0.21390771965117572,0.17529527019947333,1,0,1756,0,684,1072
Priority assets,all-e55-x55-i2-t4,short,60,60,4,14,4,-0.04004494122970398,-0.40959936524425594,-0.34932095789533,2,0,1084,2,597,485
Priority assets,all-e55-x55-i3-t3,both,60,60,18,27,22,-0.014037453471561268,-0.39036798203018236,-0.1459323406079796,0,0,3285,3,61,3221
Priority assets,all-e55-x55-i3-t3,long,60,60,43,50,43,0.011564180267329527,-0.21453174454184154,0.13728381940767154,1,0,2120,1,24,2095
Priority assets,all-e55-x55-i3-t3,short,60,60,2,9,2,-0.03848124553861576,-0.39065361854671465,-0.3321139024006246,2,0,1165,2,37,1126
Priority assets,all-e55-x55-i3-t4,both,60,60,28,36,30,0.0006530722315046256,-0.39295830728657444,-0.009465593585776644,0,0,2561,4,524,2033
Priority assets,all-e55-x55-i3-t4,long,60,60,50,55,52,0.022874890638627354,-0.23773641446981814,0.2964535877246782,1,0,1573,1,256,1316
Priority assets,all-e55-x55-i3-t4,short,60,60,2,11,4,-0.04395639174071858,-0.43545983673421684,-0.3472530973530553,2,0,988,3,267,718
Priority assets,all-e200-x10-i2-t3,both,60,60,28,43,28,-0.002144893876182219,-0.2764631552954409,-0.02090374902448383,0,0,2005,257,514,1234
Priority assets,all-e200-x10-i2-t3,long,60,60,40,50,40,0.0061119386649254315,-0.16412220329030347,0.05953393755572978,1,0,1571,214,386,971
Priority assets,all-e200-x10-i2-t3,short,60,60,10,19,10,-0.010030582808819355,-0.2104043878906947,-0.09440639873964685,11,0,434,43,128,263
Priority assets,all-e200-x10-i2-t4,both,60,60,36,43,36,0.004812058828179366,-0.29239865368393353,0.04837115810444559,1,0,1789,661,637,491
Priority assets,all-e200-x10-i2-t4,long,60,60,47,53,47,0.010405041877399102,-0.16970670987248382,0.10722440304682046,1,0,1390,530,455,405
Priority assets,all-e200-x10-i2-t4,short,60,60,11,18,11,-0.011834516784081817,-0.23861177811188455,-0.10936036882805755,12,0,399,131,182,86
Priority assets,all-e200-x10-i3-t3,both,60,60,31,40,31,0.0020741542115910727,-0.273509340653602,0.01850868552488283,1,0,1920,316,25,1579
Priority assets,all-e200-x10-i3-t3,long,60,60,46,50,46,0.0072382407580495745,-0.14965293928496048,0.06913250847987329,1,0,1505,254,15,1236
Priority assets,all-e200-x10-i3-t3,short,60,60,10,20,10,-0.010681280673357774,-0.2148857260710892,-0.1002490970091407,11,0,415,62,10,343
Priority assets,all-e200-x10-i3-t4,both,60,60,37,44,37,0.0064315141052549984,-0.289010016674146,0.0651515931963269,1,0,1658,853,189,616
Priority assets,all-e200-x10-i3-t4,long,60,60,50,54,50,0.010779086495428247,-0.15140681624408592,0.10989058058621526,1,0,1290,664,141,485
Priority assets,all-e200-x10-i3-t4,short,60,60,12,14,12,-0.01331344959349079,-0.25980301601024164,-0.11090345049153605,15,0,368,189,48,131
Priority assets,all-e200-x20-i2-t3,both,60,60,31,42,31,0.0009270328847426068,-0.27709087436310204,0.009160498538535289,0,0,1952,16,529,1407
Priority assets,all-e200-x20-i2-t3,long,60,60,44,49,44,0.007312861527693504,-0.165541970828958,0.07433146131179458,1,0,1523,13,398,1112
Priority assets,all-e200-x20-i2-t3,short,60,60,10,17,10,-0.010506444833590867,-0.2135379998455611,-0.09869782935938742,12,0,429,3,131,295
Priority assets,all-e200-x20-i2-t4,both,60,60,39,44,39,0.0065778252077348665,-0.27552819862976613,0.0666604200050197,1,0,1603,122,658,823
Priority assets,all-e200-x20-i2-t4,long,60,60,49,53,49,0.01272524323392854,-0.16971403712354344,0.1120007964772215,1,0,1226,96,462,668
Priority assets,all-e200-x20-i2-t4,short,60,60,11,17,11,-0.011337885874925957,-0.21168207097570407,-0.10612520357059535,17,0,377,26,196,155
Priority assets,all-e200-x20-i3-t3,both,60,60,32,40,32,0.001411648811771915,-0.27074556462796256,0.01163957248848202,1,0,1864,18,26,1820
Priority assets,all-e200-x20-i3-t3,long,60,60,47,52,47,0.007831133555163183,-0.15503679762339062,0.07978139046860988,1,0,1454,15,15,1424
Priority assets,all-e200-x20-i3-t3,short,60,60,9,19,9,-0.010681280673357774,-0.21674260198515916,-0.1002490970091407,12,0,410,3,11,396
Priority assets,all-e200-x20-i3-t4,both,60,60,41,46,41,0.010467340031675931,-0.2837304634638024,0.105921654672396,1,0,1442,162,230,1050
Priority assets,all-e200-x20-i3-t4,long,60,60,53,56,53,0.016745905984589027,-0.17713181439279707,0.17238892704490216,1,0,1098,122,165,811
Priority assets,all-e200-x20-i3-t4,short,60,60,15,17,15,-0.012680744008681077,-0.22567972944603626,-0.11800389893247237,22,0,344,40,65,239
Priority assets,all-e200-x55-i2-t3,both,60,60,31,40,31,0.0009270328847426068,-0.27725534660767326,0.009160498538535289,0,0,1949,0,534,1415
Priority assets,all-e200-x55-i2-t3,long,60,60,41,49,41,0.00766140847774488,-0.165541970828958,0.07799191196072619,1,0,1520,0,401,1119
Priority assets,all-e200-x55-i2-t3,short,60,60,10,17,10,-0.010506444833590867,-0.2135379998455611,-0.09869782935938742,12,0,429,0,133,296
Priority assets,all-e200-x55-i2-t4,both,60,60,39,43,39,0.007739721872319971,-0.2852254823093951,0.07884208039599794,1,0,1571,1,665,905
Priority assets,all-e200-x55-i2-t4,long,60,60,50,53,50,0.012468933592617137,-0.1736011459712326,0.11520192187262357,1,0,1198,0,465,733
Priority assets,all-e200-x55-i2-t4,short,60,60,12,17,12,-0.009802825736766885,-0.21323328217051812,-0.09237879536514482,18,0,373,1,200,172
Priority assets,all-e200-x55-i3-t3,both,60,60,32,41,32,0.001411648811771915,-0.2752171821760862,0.01163957248848202,1,0,1861,0,28,1833
Priority assets,all-e200-x55-i3-t3,long,60,60,47,52,47,0.007513643445802076,-0.1572399923468224,0.07643779410851437,1,0,1451,0,17,1434
Priority assets,all-e200-x55-i3-t3,short,60,60,9,19,9,-0.010681280673357774,-0.21674260198515916,-0.1002490970091407,12,0,410,0,11,399
Priority assets,all-e200-x55-i3-t4,both,60,60,41,46,41,0.011924434002155815,-0.29093746935926457,0.12371559390572917,1,0,1408,1,243,1164
Priority assets,all-e200-x55-i3-t4,long,60,60,52,56,52,0.01613920481018949,-0.17825239569034046,0.16265124317115054,1,0,1068,0,171,897
Priority assets,all-e200-x55-i3-t4,short,60,60,15,17,15,-0.012680744008681077,-0.22619917301962555,-0.11800389893247237,23,0,340,1,72,267
Whole universe,channel-e10-x10-i2-t3,both,678,662,104,174,98,-0.07170601361094153,-0.725914596457828,-0.5113664189063659,1,1,58072,58072,0,0
Whole universe,channel-e10-x10-i2-t3,long,678,662,506,575,489,0.029910901588755756,-0.44828096420099384,0.35777419641935804,1,0,36074,36074,0,0
Whole universe,channel-e10-x10-i2-t3,short,678,662,5,21,6,-0.11316844857222685,-0.7411664997889664,-0.6978968674935973,1,2,35717,35717,0,0
Whole universe,channel-e10-x20-i2-t3,both,678,662,176,232,165,-0.048772003789354534,-0.6899060995587636,-0.3778992149556525,1,2,35189,35189,0,0
Whole universe,channel-e10-x20-i2-t3,long,678,662,544,587,543,0.05114332244420783,-0.47382328886096475,0.6837790005435287,2,0,24804,24804,0,0
Whole universe,channel-e10-x20-i2-t3,short,678,662,9,18,5,-0.12077300413451864,-0.7572524387866053,-0.7283040666298637,1,3,27976,27976,0,0
Whole universe,channel-e10-x55-i2-t3,both,678,662,196,219,199,-0.0459842900460537,-0.7123210064263562,-0.3816602959077975,4,5,15365,15365,0,0
Whole universe,channel-e10-x55-i2-t3,long,678,662,567,587,569,0.08083267920438797,-0.49277140214621623,1.1281216052637901,3,0,12655,12655,0,0
Whole universe,channel-e10-x55-i2-t3,short,678,662,14,17,10,-0.13053555057206473,-0.7920488812073585,-0.754343158387557,2,4,19105,19105,0,0
Whole universe,channel-e20-x10-i2-t3,both,678,662,114,179,107,-0.06218348327981371,-0.6897571380200582,-0.46819101059068996,1,1,50082,50082,0,0
Whole universe,channel-e20-x10-i2-t3,long,678,662,482,541,468,0.02436670968908705,-0.4206062832867168,0.2766097605089569,1,0,28364,28364,0,0
Whole universe,channel-e20-x10-i2-t3,short,678,662,11,23,16,-0.08628097617453845,-0.6530265761149998,-0.5975975862974938,2,2,24543,24543,0,0
Whole universe,channel-e20-x20-i2-t3,both,678,662,170,233,176,-0.04974035617344219,-0.6816219071051892,-0.36029245085927114,1,2,33438,33438,0,0
Whole universe,channel-e20-x20-i2-t3,long,678,662,536,560,519,0.04436122998688152,-0.44394216972856737,0.5457186848099232,2,0,20136,20136,0,0
Whole universe,channel-e20-x20-i2-t3,short,678,662,20,24,15,-0.09450664575338064,-0.686058520688331,-0.639900938513927,2,4,19843,19843,0,0
Whole universe,channel-e20-x55-i2-t3,both,678,662,202,228,200,-0.047891259914908446,-0.7126700079449917,-0.3951309774864902,4,5,14630,14630,0,0
Whole universe,channel-e20-x55-i2-t3,long,678,662,560,570,560,0.07419698666117747,-0.4772539283960385,0.9284932358064806,3,0,10540,10540,0,0
Whole universe,channel-e20-x55-i2-t3,short,678,662,12,19,11,-0.1147315734014609,-0.7464571474856081,-0.7076210777080807,3,5,13833,13833,0,0
